_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
6679,A1317750,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,10/4/23,DEAD,DISPO REQ,FIELD,,10/4/23,DISPOSAL,,DEAD,BELLEW DR / BARBER CT,MILPITAS,10/4/23
6680,A1317757,ICICLE,CAT,WHITE,,DOMESTIC SH,SPAYED,10/4/21,2 YEARS,10/4/23,MED R,STRAY,MEDVET,,11/18/23,RTF,,FERAL,BASCOM AVE/PARMOOR,SAN JOSE,11/18/23
6681,A1317758,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,10/4/23,DEAD,DISPO REQ,FIELD,,10/4/23,DISPOSAL,,DEAD,JACLIN RD / JACKLIN PL,MILPITAS,10/4/23
6682,A1317759,MOO,CAT,WHITE,,DOMESTIC SH,MALE,9/27/23,9 MONTHS,10/4/23,MED R,STRAY,MEDVET,,10/14/23,FOSTER,,MED R,2100 BLOCK OF PTTIGREW DR,SAN JOSE,10/14/23
6683,A1317759,MOO,CAT,WHITE,,DOMESTIC SH,MALE,9/27/23,9 MONTHS,10/16/23,NURSING,FOSTER,,,10/16/23,RESCUE,HDBNQ,NURSING,,SAN JOSE,10/16/23
6684,A1317760,WINTER,DOG,BLACK,BROWN,GERM SHEPHERD,SPAYED,7/25/23,11 MONTHS,10/4/23,HEALTHY,STRAY,OTC,,10/14/23,ADOPTION,WALK IN,,5500 BLOCK MONTEREY RD X FORD RD,SAN JOSE,10/14/23
6685,A1317766,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,10/4/23,DEAD,DISPO REQ,FIELD,,10/4/23,DISPOSAL,,DEAD,SEQUIA DR / YOSEMITE DR,MILPITAS,10/4/23
6686,A1317770,,DOG,TAN,BLACK,GERM SHEPHERD,MALE,,NO AGE,10/4/23,HEALTHY,STRAY,FOUND,,3/16/24,LOST EXP,,HEALTHY,2700 BLOCK MONTEREY RD,SAN JOSE,3/16/24
6687,A1317772,SULLY,DOG,SABLE,,SIBERIAN HUSKY,NEUTERED,10/24/21,2 YEARS,10/4/23,HEALTHY,STRAY,OTC,,,,,HEALTHY,COY DR/ELLYRIDGE DR,SAN JOSE,6/27/24
6688,A1317773,LOUIS,DOG,GRAY,BROWN,POODLE STND,NEUTERED,10/14/21,2 YEARS,10/4/23,MED M,STRAY,OTC,,10/10/23,FOSTER,,MED M,N JACKSON AVE X MABURY RD,SAN JOSE,10/11/23
6689,A1317773,LOUIS,DOG,GRAY,BROWN,POODLE STND,NEUTERED,10/14/21,2 YEARS,10/12/23,MED M,FOSTER,,,10/20/23,ADOPTION,,MED M,,SAN JOSE,10/30/23
6690,A1317773,LOUIS,DOG,GRAY,BROWN,POODLE STND,NEUTERED,10/14/21,2 YEARS,11/20/23,MED R,RETURN,OTC,,11/26/23,FOSTER,,HEALTHY,,SAN JOSE,11/26/23
6691,A1317773,LOUIS,DOG,GRAY,BROWN,POODLE STND,NEUTERED,10/14/21,2 YEARS,5/5/24,HEALTHY,FOSTER,,,5/5/24,ADOPTION,,HEALTHY,,SAN JOSE,5/5/24
6692,A1317774,LUNCH MEAT,DOG,WHITE,,MALTESE,NEUTERED,10/7/21,2 YEARS,10/4/23,HEALTHY,STRAY,OTC,IP ADOPT,10/17/23,ADOPTION,WALK IN,HEALTHY,MCKEE RD/NORTH 33RD ST,SAN JOSE,10/20/23
6693,A1317776,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,,NO AGE,10/4/23,MED R,STRAY,OTC,,10/4/23,EUTH,U PANLEUK,MED SEV,WABASH ST,SAN JOSE,10/4/23
6694,A1317777,,CAT,PT-SEAL,,DOMESTIC SH,UNKNOWN,,NO AGE,10/4/23,MED R,STRAY,OTC,,10/4/23,EUTH,U PANLEUK,MED SEV,WABASH ST,SAN JOSE,10/4/23
6695,A1317785,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,10/4/23,DEAD,DISPO REQ,FIELD,,10/4/23,DISPOSAL,,DEAD,CHEWPON / DEMPSEY,MILPITAS,10/4/23
6696,A1317786,BRISK,CAT,BLACK,,DOMESTIC SH,SPAYED,7/20/23,11 MONTHS,10/4/23,HEALTHY,STRAY,OTC,,12/5/23,TRANSFER,HSSV,HEALTHY,ASHWOOD LN/LANDESS AVE,SAN JOSE,12/5/23
6697,A1317787,CHEERWINE,CAT,BLACK,,DOMESTIC MH,SPAYED,7/20/23,11 MONTHS,10/4/23,HEALTHY,STRAY,OTC,,12/5/23,TRANSFER,HSSV,HEALTHY,ASHWOOD LN/LANDESS AVE,SAN JOSE,12/5/23
6698,A1317788,SHIRLEY TEMPLE,CAT,BLACK,,DOMESTIC SH,SPAYED,7/20/23,11 MONTHS,10/4/23,HEALTHY,STRAY,OTC,,12/5/23,TRANSFER,HSSV,HEALTHY,ASHWOOD LN/LANDESS AVE,SAN JOSE,12/5/23
6699,A1317792,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,10/5/23,DEAD,DISPO REQ,OTC,,10/5/23,DISPOSAL,,DEAD,MCKINLEY WY / DE ROSE WY,SAN JOSE,10/5/23
6700,A1317793,BUMP,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,8/5/23,10 WEEKS,10/5/23,MED EMERG,STRAY,FIELD,,10/9/23,EUTH,U MED EMRG,MED EMERG,S. 9TH/ E. SAN FERNANDOSJ,SAN JOSE,10/9/23
6701,A1317795,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,7/6/23,11 MONTHS,10/5/23,HEALTHY,STRAY,OTC,,10/13/23,RTF,,FERAL,BARNARD AND LITTLE ORCHARD,SAN JOSE,10/13/23
6702,A1317797,NICK,OTHER,GRAY,WHITE,GUINEA PIG,MALE,2/18/23,1 YEAR 4 MONTHS,10/5/23,MED R,STRAY,,,10/22/23,RESCUE,RABBITHVN,HEALTHY,HORNING/10TH,,10/22/23
6703,A1317799,PRINCESS,DOG,BLACK,,CHIHUAHUA LH,FEMALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,RTO,,NURSING,MONTA VISTA PARK,CUPERTINO,10/8/23
6704,A1317802,NUGGET,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,7/5/23,11 MONTHS,10/5/23,MED R,STRAY,OTC,IP ADOPT,10/28/23,ADOPTION,,MED R,,SAN JOSE,10/28/23
6705,A1317803,,DOG,BLACK,,CHIHUAHUA LH,FEMALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,RTO,,NURSING,MONTA VISTA PARK,CUPERTINO,10/8/23
6706,A1317804,,DOG,BLACK,,CHIHUAHUA LH,FEMALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,RTO,,NURSING,MONTA VISTA PARK,CUPERTINO,10/8/23
6707,A1317805,,DOG,BLACK,WHITE,CHIHUAHUA LH,MALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,RTO,,NURSING,MONTA VISTA PARK,CUPERTINO,10/8/23
6708,A1317806,,DOG,TAN,,CHIHUAHUA LH,FEMALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,RTO,,NURSING,MONTA VISTA PARK,CUPERTINO,10/8/23
6709,A1317808,,DOG,GRAY,WHITE,CHIHUAHUA LH,FEMALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,DIED,IN KENNEL,DEAD,MONTA VISTA PARK,CUPERTINO,10/8/23
6710,A1317810,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,10/5/23,MED EMERG,WILDLIFE,FIELD,,10/5/23,TRANSFER,WILDLIFE,MED EMERG,200 BLK EDGEWATER DR,MILPITAS,10/7/23
6711,A1317811,,DOG,BLACK,,CHIHUAHUA LH,FEMALE,,NO AGE,10/5/23,NURSING,STRAY,FIELD,,10/8/23,RTO,,NURSING,MONTA VISTA PARK,CUPERTINO,10/8/23
6712,A1317818,MARGHERITA,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,8/26/23,10 MONTHS,10/5/23,MED R,STRAY,OTC,,11/1/23,ADOPTION,,MED R,300 BLOCK E SAN SALVADOR ST,SAN JOSE,11/1/23
6713,A1317825,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,10/5/23,MED R,STRAY,OTC,,10/5/23,EUTH,U MED SEV,MED SEV,BLOM DR / SNOW DR,SAN JOSE,10/5/23
6714,A1317826,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,10/5/23,MED R,STRAY,OTC,,10/5/23,EUTH,U MED SEV,MED SEV,BLOM DR / SNOW DR,SAN JOSE,10/5/23
6715,A1317827,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,10/5/23,MED R,STRAY,OTC,,10/5/23,EUTH,U MED SEV,MED SEV,BLOM DR / SNOW DR,SAN JOSE,10/5/23
6716,A1317828,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,10/5/23,MED R,STRAY,OTC,,10/5/23,EUTH,U MED SEV,MED SEV,BLOM DR / SNOW DR,SAN JOSE,10/5/23
6717,A1317829,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,10/5/23,MED R,STRAY,OTC,,10/5/23,EUTH,U MED SEV,MED SEV,BLOM DR / SNOW DR,SAN JOSE,10/5/23
6718,A1317833,YAM,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,9/6/23,9 MONTHS,10/5/23,HEALTHY,STRAY,OTC,,11/2/23,ADOPTION,,HEALTHY,STORY RD / MCGINNESS AVE,SAN JOSE,11/2/23
6719,A1317833,YAM,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,9/6/23,9 MONTHS,2/13/24,HEALTHY,STRAY,FOUND,,2/23/24,LOST EXP,,HEALTHY,N 4TH ST/WASHINGTON ST,SAN JOSE,2/23/24
6720,A1317833,YAM,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,9/6/23,9 MONTHS,2/23/24,HEALTHY,STRAY,OTC,,2/26/24,RTO,,HEALTHY,N 4TH ST/WASHINGTON ST,SAN JOSE,2/26/24
6721,A1317833,YAM,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,9/6/23,9 MONTHS,2/26/24,HEALTHY,OWNER SUR,OTC,,2/27/24,RTO,,HEALTHY,,SAN JOSE,2/27/24
6722,A1317836,TOAST,DOG,BROWN,,CHIHUAHUA LH,NEUTERED,10/7/21,2 YEARS,10/5/23,HEALTHY,STRAY,OTC,,10/19/23,ADOPTION,,HEALTHY,JACKSON / BARRETT (HOUGE PARK),SAN JOSE,10/19/23
6723,A1317836,TOAST,DOG,BROWN,,CHIHUAHUA LH,NEUTERED,10/7/21,2 YEARS,10/29/23,HEALTHY,STRAY,OTC,,11/5/23,ADOPTION,WALK IN,HEALTHY,CAPE HORN PL/CAPE DIAMOND,SAN JOSE,11/5/23
6724,A1317837,,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,10/6/19,4 YEARS,10/5/23,MED R,STRAY,OTC,,10/13/23,RTF,,FERAL,MAHURON CIR / GALILEO LN,SAN JOSE,10/13/23
6725,A1317838,DOJA,CAT,TORBI-DIL,,DOMESTIC SH,SPAYED,6/5/23,1 YEAR,10/5/23,MED R,STRAY,MEDVET,,12/14/23,RESCUE,COMPANIONA,HEALTHY,E TRIMBLE RD/ SIERRA WOOD DR,SAN JOSE,12/15/23
6726,A1317839,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,10/5/22,1 YEAR,10/5/23,MED SEV,STRAY,MEDVET,,10/6/23,EUTH,U MED SEV,MED SEV,E TRIMBLE RD/ SIERRA WOOD DR,SAN JOSE,10/6/23
6727,A1317843,BONKERS,DOG,BLACK,WHITE,ALASKAN HUSKY,NEUTERED,10/20/22,1 YEAR 8 MONTHS,10/5/23,HEALTHY,STRAY,OTC,,1/16/24,ADOPTION,WALK IN,HEALTHY,W TALOR ST / SPRING ST,SAN JOSE,1/16/24
6728,A1317844,,BIRD,BROWN,BLACK,GOOSE,UNKNOWN,,NO AGE,10/5/23,MED EMERG,WILDLIFE,FIELD,,10/5/23,TRANSFER,WILDLIFE,MED EMERG,400 BLK LOS ENCINOS AVE,SAN JOSE,10/7/23
6729,A1317845,JOE FRIDAY,DOG,BROWN,WHITE,ALASKAN HUSKY,NEUTERED,10/19/21,2 YEARS,10/5/23,HEALTHY,STRAY,OTC,,3/4/24,ADOPTION,WALK IN,HEALTHY,W TALOR ST / SPRING ST,SAN JOSE,3/4/24
6730,A1317849,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,10/5/23,MED EMERG,WILDLIFE,FIELD,,10/5/23,TRANSFER,WILDLIFE,MED EMERG,5600 BLK LILAC BLOSSOM LN,SAN JOSE,10/7/23
6731,A1317851,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,12/5/22,10 MONTHS,10/5/23,MED M,STRAY,FIELD,,10/12/23,DISPOSAL,,DEAD,100 BLOCK OF  N 33RD,SAN JOSE,10/13/23
6732,A1317853,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,4/26/23,1 YEAR 2 MONTHS,10/5/23,MED M,STRAY,FIELD,,10/29/23,TRANSFER,EBSPCA,HEALTHY,100 BLOCK OF  N 33RD,SAN JOSE,10/29/23
6733,A1317854,FOXY,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,3/5/23,1 YEAR 3 MONTHS,10/5/23,MED R,OWNER SUR,OTC,,11/16/23,ADOPTION,WALK IN,,,SAN JOSE,11/16/23
6734,A1317857,LOLA,DOG,WHITE,BROWN,PUG,SPAYED,10/7/19,4 YEARS,10/5/23,HEALTHY,STRAY,OTC,,10/19/23,ADOPTION,WALK IN,HEALTHY,MONTEREY HWY / UMBARGER RD,SAN JOSE,10/19/23
6735,A1317860,PINEAPPLE,DOG,BROWN,,LABRADOR RETR,SPAYED,8/7/23,10 MONTHS,10/5/23,HEALTHY,STRAY,OTC,,10/19/23,ADOPTION,WALK IN,HEALTHY,POMPEY DR / DAVID DR,SAN JOSE,10/19/23
6736,A1317862,,DOG,WHITE,BROWN,BOXER,FEMALE,10/5/18,5 YEARS,10/5/23,MED SEV,STRAY,OTC,,10/16/23,RESCUE,NC BOXER,MED SEV,PERKINS CT AND RICHARDSON DR,SAN JOSE,10/16/23
6737,A1317864,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,10/5/23,MED EMERG,WILDLIFE,FIELD,,10/5/23,TRANSFER,WILDLIFE,MED EMERG,JACKSON X TAYLOR,SAN JOSE,10/7/23
6738,A1317868,BELLOTRIX,CAT,BLACK,,DOMESTIC MH,NEUTERED,7/22/23,11 MONTHS,10/5/23,HEALTHY,STRAY,OTC,,10/28/23,ADOPTION,,HEALTHY,,SAN JOSE,10/28/23
6739,A1317870,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,10/5/23,DEAD,DISPO REQ,FIELD,,10/5/23,DISPOSAL,,DEAD,WILDER AVE/ BEAN ST,LOS GATOS,10/5/23
6740,A1317872,CANELO,DOG,RED,WHITE,PIT BULL,MALE,4/5/23,11 MONTHS,3/12/24,AGGRESSIVE,CONFISCATE,BITE,,3/29/24,EUTH,U AGG DOG,BEH U,,SAN JOSE,3/29/24
6741,A1317873,SHADOW,DOG,WHITE,BLACK,ALASKAN HUSKY,MALE,7/5/13,10 YEARS,10/5/23,HEALTHY,CONFISCATE,ASO,,10/5/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,10/5/23
6742,A1317874,MUSCAT,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,10/5/23,MED R,STRAY,OTC,,10/7/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/16/23
6743,A1317874,MUSCAT,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,10/16/23,MED R,FOSTER,,,10/16/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/16/23
6744,A1317874,MUSCAT,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,11/7/23,HEALTHY,FOSTER,,,11/16/23,ADOPTION,WALK IN,,,SAN JOSE,11/16/23
6745,A1317875,MERLOT,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,11/7/23,HEALTHY,FOSTER,,,11/7/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,11/7/23
6746,A1317875,MERLOT,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,10/16/23,MED R,FOSTER,,,10/16/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/16/23
6747,A1317875,MERLOT,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,10/5/23,MED R,STRAY,OTC,,10/7/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/7/23
6748,A1317876,CASH REGISTER,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/1/23,9 MONTHS,10/5/23,MED R,STRAY,OTC,,10/7/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/7/23
6749,A1317876,CASH REGISTER,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/1/23,9 MONTHS,10/16/23,MED R,FOSTER,,,10/16/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/16/23
6750,A1317876,CASH REGISTER,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/1/23,9 MONTHS,10/26/23,HEALTHY,FOSTER,,,10/28/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,10/28/23
6751,A1317877,OMELETTE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/1/23,9 MONTHS,10/26/23,HEALTHY,FOSTER,,,10/28/23,ADOPTION,WALK IN,,,SAN JOSE,10/28/23
6752,A1317877,OMELETTE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/1/23,9 MONTHS,10/16/23,MED R,FOSTER,,,10/16/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/16/23
6753,A1317877,OMELETTE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/1/23,9 MONTHS,10/5/23,MED R,STRAY,OTC,,10/7/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/7/23
6754,A1317878,MONTE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,10/5/23,MED R,STRAY,OTC,,10/7/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/7/23
6755,A1317878,MONTE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,10/16/23,MED R,FOSTER,,,10/16/23,FOSTER,,MED R,OAKLAND RD X FAULSTICH CT,,10/16/23
6756,A1317878,MONTE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,9/22/23,9 MONTHS,11/7/23,HEALTHY,FOSTER,,,11/8/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,11/8/23
6757,A1317880,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,5/2/15,9 YEARS,10/5/23,MED R,STRAY,OTC,IP ADOPT,10/13/23,RTF,,FERAL,,SAN JOSE,10/13/23
6758,A1317880,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,5/2/15,9 YEARS,5/1/24,MED R,STRAY,OTC,IP ADOPT,5/8/24,RTF,,MED R,S 12TH ST X MARGARET ST,SAN JOSE,5/8/24
6759,A1317884,KITTY KITTY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,9/5/23,9 MONTHS,10/5/23,MED R,STRAY,FIELD,,10/16/23,FOSTER,,MED M,100 BLK MONTE VERANO CT,SAN JOSE,10/16/23
6760,A1317884,KITTY KITTY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,9/5/23,9 MONTHS,11/7/23,HEALTHY,FOSTER,,IP ADOPT,11/7/23,ADOPTION,,HEALTHY,,SAN JOSE,11/7/23
6761,A1317887,,CAT,WHITE,TABBY-GRAY,DOMESTIC SH,FEMALE,,NO AGE,10/5/23,DEAD,STRAY,FIELD,,12/14/23,DIED,,DEAD,S NINTH ST AND E SAN FERNANDO ST,SAN JOSE,12/14/23
6762,A1317893,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,10/6/23,DEAD,STRAY,FIELD,,10/6/23,DISPOSAL,,DEAD,BOYNTON AVE AND CLARDY PL,SAN JOSE,10/6/23
6763,A1317896,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,8/6/23,9 WEEKS,10/6/23,MED SEV,STRAY,OTC,,10/8/23,DIED,IN KENNEL,MED SEV,SEVEN TREES BLVD/ SAN MATEO DR,SAN JOSE,10/8/23
6764,A1317905,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,10/6/23,MED EMERG,STRAY,FIELD,,10/6/23,EUTH,U MED EMRG,MED EMERG,4000 BLK HOUNDSHAVEN WAY,SAN JOSE,10/6/23
6765,A1317907,,CAT,BLACK,,DOMESTIC SH,NEUTERED,6/6/23,1 YEAR,10/6/23,MED R,STRAY,OTC,,10/16/23,RTF,,FERAL,KEATON LOOP X SAN FELIPE RD,SAN JOSE,10/16/23
6766,A1317916,MBAPPE,DOG,BROWN,TAN,AUST KELPIE,MALE,8/6/23,10 MONTHS,10/6/23,HEALTHY,STRAY,FOUND,,11/7/23,LOST EXP,,HEALTHY,SAN FELIPE RD/YERBA BUENA RD,SAN JOSE,11/7/23
6767,A1317918,,OTHER,WHITE,BLACK,OPOSSUM,UNKNOWN,,NO AGE,10/6/23,DEAD,DISPO REQ,OTC,,10/6/23,DISPOSAL,,DEAD,ST FRANCIS DR/KEESLING AVE,SAN JOSE,10/6/23
6768,A1317921,,BIRD,BROWN,WHITE,GOOSE,UNKNOWN,,NO AGE,10/6/23,MED EMERG,WILDLIFE,FIELD,,10/6/23,TRANSFER,WILDLIFE,MED EMERG,TULLY RD,SAN JOSE,10/7/23
6769,A1317923,OZZIE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,4/6/23,1 YEAR 2 MONTHS,10/6/23,HEALTHY,CONFISCATE,ASO,,10/6/23,RTO,NOTICE,,,SAN JOSE,10/6/23
6770,A1317923,OZZIE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,4/6/23,1 YEAR 2 MONTHS,3/25/24,HEALTHY,FOSTER,,,3/27/24,FOSTER,,HEALTHY,,SAN JOSE,4/3/24
6771,A1317923,OZZIE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,4/6/23,1 YEAR 2 MONTHS,3/14/24,HEALTHY,STRAY,OTC,,3/24/24,FOSTER,,,W SAN CARLOS ST X MERIDIAN AVE,SAN JOSE,3/24/24
6772,A1317923,OZZIE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,4/6/23,1 YEAR 2 MONTHS,4/3/24,HEALTHY,FOSTER,,,4/3/24,ADOPTION,,HEALTHY,,SAN JOSE,4/4/24
6773,A1317924,,OTHER,BROWN,WHITE,OPOSSUM,UNKNOWN,,NO AGE,10/6/23,MED EMERG,WILDLIFE,FIELD,,10/6/23,TRANSFER,WILDLIFE,MED EMERG,1400 BLK ROSALIA,SAN JOSE,10/7/23
6774,A1317925,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,10/6/15,8 YEARS,10/6/23,MED R,STRAY,OTC,,10/15/23,DIED,IN KENNEL,DEAD,SHERWOOD / MORRIS CT,SAN JOSE,10/15/23
6775,A1317926,,OTHER,GRAY,,RACCOON,UNKNOWN,,NO AGE,10/6/23,DEAD,DISPO REQ,FIELD,,10/6/23,DISPOSAL,,DEAD,BLOCK OF COYOTE RD,SAN JOSE,10/6/23
6776,A1317928,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,10/6/23,DEAD,DISPO REQ,FIELD,,10/6/23,DISPOSAL,,DEAD,3600 BLOCK OF EMANUEL CT,SAN JOSE,10/6/23
6777,A1317931,ROSY,DOG,BLACK,,PIT BULL,SPAYED,10/6/20,3 YEARS,10/28/23,HEALTHY,FOSTER,,,11/4/23,FOSTER,,HEALTHY,,SAN JOSE,3/30/24
6778,A1317931,ROSY,DOG,BLACK,,PIT BULL,SPAYED,10/6/20,3 YEARS,12/30/23,HEALTHY,FOSTER,,,12/30/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,3/30/24
6779,A1317932,TOULOUSE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,7/6/23,11 MONTHS,10/6/23,MED SEV,EUTH REQ,OTC OWNED,,11/9/23,RESCUE,KARMA CAT,MED SEV,,,11/9/23
6780,A1317933,,CAT,TABBY-BUFF,,DOMESTIC LH,UNKNOWN,,NO AGE,10/6/23,DEAD,DISPO REQ,OTC,,10/6/23,DISPOSAL,,DEAD,BELGROVE CT/BELGROVE CIR,SAN JOSE,10/6/23
6781,A1317935,,CAT,GRAY,,DOMESTIC SH,FEMALE,9/6/23,9 MONTHS,10/6/23,HEALTHY,STRAY,OTC,,10/29/23,TRANSFER,EBSPCA,HEALTHY,TULLY RD X S KING RD,SAN JOSE,10/29/23
6782,A1317936,,CAT,TORTIE-B\O,,DOMESTIC MH,FEMALE,9/6/23,9 MONTHS,10/6/23,HEALTHY,STRAY,OTC,,10/29/23,TRANSFER,EBSPCA,HEALTHY,1800 BLOCK TULLY RD X S KING RD,SAN JOSE,10/29/23
6783,A1317937,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,10/6/23,MED M,WILDLIFE,FIELD,,10/6/23,TRANSFER,WILDLIFE,MED M,SAN TOMAS AQUINO AVE/ SARATOGA AVE,SAN JOSE,10/6/23
6784,A1317939,,DOG,BROWN,WHITE,PIT BULL,FEMALE,10/6/12,11 YEARS,10/6/23,MED SEV,STRAY,OTC,,10/6/23,EUTH,U MED SEV,MED SEV,TAHITI CT X TAPER LN,SAN JOSE,10/6/23
6785,A1317940,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,9/21/23,3 WEEKS,10/6/23,NURSING,STRAY,OTC,,10/9/23,DIED,ENROUTE,NURSING,N KING RD/ MCKEE RD,SAN JOSE,10/9/23
6786,A1317941,,CAT,TABBY-ORG,,DOMESTIC SH,FEMALE,9/21/23,3 WEEKS,10/6/23,NURSING,STRAY,OTC,,10/14/23,EUTH,U NURS SIC,MED SEV,N KING RD/ MCKEE RD,SAN JOSE,10/14/23
6787,A1317942,,CAT,CALICO-DIL,,DOMESTIC SH,FEMALE,9/21/23,3 WEEKS,10/6/23,NURSING,STRAY,OTC,,10/12/23,EUTH,U MED SEV,MED SEV,N KING RD/ MCKEE RD,SAN JOSE,10/12/23
6788,A1317943,,CAT,TABBY-BUFF,,DOMESTIC SH,FEMALE,9/21/23,3 WEEKS,10/6/23,NURSING,STRAY,OTC,,10/11/23,DIED,IN KENNEL,DEAD,N KING RD/ MCKEE RD,SAN JOSE,10/11/23
6789,A1317944,CHARLOTTE,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,,NO AGE,10/6/23,HEALTHY,STRAY,OTC,,10/7/23,RTO,MICROCHIP,HEALTHY,2400 BLOCK MCLAUGHLIN AVE X KELDON DR,SAN JOSE,10/7/23
